MLAI        ALA         CrownCover  HsD         N           Cab         Car         Cdm         CwRel       Cbp         Bs          
5.738       41.32       0.8769      0.4259      1.698       37.01       9.252       0.007346    0.7545      0.1002      0.5954      
5.986       38.42       0.8672      0.3486      1.58        57.79       14.45       0.005489    0.7568      0.4809      0.3896      
1.872       56.13       0.9502      0.2774      1.622       72.64       18.16       0.006405    0.7254      1.32        0.581       
0.1091      38.78       0.949       0.4673      1.676       58.62       14.65       0.007012    0.7509      1.008       0.7774      
5.833       46.44       0.8817      0.3394      1.788       62.07       15.52       0.007143    0.7368      0.05221     0.6525      
1.617       14.86       0.9326      0.4198      1.586       60.98       15.25       0.005673    0.7237      0.188       0.4866      
1.373       55.2        0.9352      0.4886      1.27        30.02       7.505       0.006111    0.8033      1.448       0.7758      
4.037       27.12       0.8996      0.3993      1.473       53.64       13.41       0.007029    0.7744      1.027       0.3995      
0.8171      61.37       0.9747      0.4051      2.054       41.95       10.49       0.005328    0.7929      1.553       0.9538      
6.143       27.84       0.8581      0.1688      1.664       41.87       10.47       0.004264    0.7431      0.5824      0.5956      
0.4407      21.49       0.9492      0.4957      1.741       70.75       17.69       0.01023     0.7218      1.049       0.3406      
6.998       49.02       0.85        0.1349      1.437       53.27       13.32       0.006444    0.7123      0.02728     0.374       
1.537       65.24       0.968       0.303       1.578       69.59       17.4        0.005262    0.774       1.65        0.3999      
1.029       48.18       0.9701      0.4385      1.506       45.58       11.4        0.008261    0.6164      1.632       0.07058     
2.839       66.21       0.9352      0.1251      1.734       58.61       14.65       0.009124    0.7963      1.186       0.7321      
0.2911      17.96       0.9718      0.253       1.927       77.71       19.43       0.00395     0.7126      0.5727      0.06821     
5.295       34.52       0.8873      0.1097      1.419       43.05       10.76       0.00552     0.7608      0.4453      0.3672      
0.5295      9.553       0.9854      0.4886      2.01        48.74       12.19       0.003292    0.8374      1.711       0.772       
4.685       37.94       0.8922      0.1971      1.802       37.56       9.391       0.005836    0.6865      0.9433      0.6965      
0.09199     32.05       0.962       0.1251      2.017       41.69       10.42       0.003169    0.6368      1.527       0.6168      
0.52        21.11       0.9707      0.2914      1.595       66.66       16.67       0.008337    0.8414      0.05679     0.6906      
0.915       19.37       0.94        0.1153      1.457       34.51       8.627       0.00434     0.8051      1.545       0.7021      
0.8917      20.48       0.9522      0.4229      1.828       60.33       15.08       0.003487    0.8042      0.943       0.4698      
3.124       20.4        0.9202      0.3093      1.848       55.37       13.84       0.009067    0.7509      0.1485      0.7499      
0.06549     79.57       0.9578      0.3997      2.158       22.25       5.562       0.004778    0.6185      0.5445      0.2658      
2.977       19.82       0.9346      0.4953      1.564       53.93       13.48       0.009004    0.7892      0.506       0.501       
0.3685      19.62       0.9661      0.3816      2.036       32.1        8.025       0.005431    0.6271      1.51        0.7625      
0.08341     14.65       0.967       0.4769      1.204       34.19       8.547       0.008447    0.8196      1.703       0.2171      
0.2911      74.64       0.9751      0.2776      1.703       86.96       21.74       0.0102      0.817       1.687       0.9843      
0.6765      15.4        0.9503      0.2138      1.242       86.14       21.54       0.003897    0.8276      0.675       0.7685      
6.268       47.17       0.8739      0.116       1.677       45          11.25       0.004794    0.6976      0.2742      0.4259      
7.361       34.47       0.8467      0.1947      1.684       55.8        13.95       0.006271    0.7228      0.04702     0.5591      
2.435       59.33       0.9345      0.3925      1.858       38.64       9.659       0.007636    0.7448      0.8346      0.4841      
0.7002      73.26       0.9531      0.115       1.618       41.67       10.42       0.003215    0.8049      1.532       0.8384      
1.809       21.02       0.956       0.1414      1.845       76.09       19.02       0.005235    0.8142      0.5509      0.1444      
3.06        39.92       0.9223      0.4777      1.389       75.83       18.96       0.007572    0.7835      0.9653      0.4777      
2.376       22.74       0.9265      0.2126      1.485       42.39       10.6        0.003656    0.7807      1.348       0.5857      
1.882       50.02       0.9251      0.4989      1.517       76.7        19.17       0.009631    0.6945      0.2324      0.1985      
4.997       55.94       0.8881      0.1572      1.492       48.92       12.23       0.005382    0.7842      0.9759      0.5381      
1.266       12.25       0.9509      0.2476      1.618       49.12       12.28       0.008549    0.8061      1.743       0.4439      
2.235       70.98       0.9241      0.2388      1.318       32.88       8.22        0.005865    0.7536      1.444       0.7643      
0.9949      11.48       0.9731      0.4236      1.445       55.83       13.96       0.006062    0.7118      0.6254      0.8361      
2.495       33.21       0.917       0.203       1.91        70.17       17.54       0.00572     0.6988      0.292       0.8648      
1.123       40.49       0.9701      0.181       1.868       83.07       20.77       0.008819    0.6874      0.3192      0.1831      
4.665       47.51       0.8981      0.1413      1.815       31.87       7.967       0.004238    0.727       0.3705      0.4987      
1.672       11.69       0.9569      0.4591      1.655       28.37       7.091       0.004166    0.7641      0.6913      0.3464      
1.573       50.37       0.9302      0.4019      1.559       33.32       8.331       0.00985     0.8027      1.192       0.6703      
1.19        45.69       0.9484      0.4471      1.73        74.98       18.75       0.008314    0.7865      0.2546      0.1694      
0.9783      23.72       0.946       0.3913      1.622       84.81       21.2        0.009974    0.7048      0.3551      0.3279      
1.613       21.2        0.9429      0.207       1.665       59.63       14.91       0.009884    0.7518      1.022       0.6837      
1.056       19.58       0.9375      0.4503      1.616       31.08       7.77        0.006196    0.7083      0.2815      0.519       
0.3356      13.86       0.9671      0.2371      2.035       42.29       10.57       0.008748    0.8308      0.5633      0.01796     
0.4342      22.41       0.9581      0.2038      1.61        67.06       16.77       0.007436    0.7442      1.851       0.1315      
0.1466      13.26       0.9905      0.3051      2.018       36.19       9.048       0.005515    0.7827      1.552       0.7159      
0.2101      39.92       0.9533      0.175       2.163       39.78       9.945       0.006331    0.6442      0.6211      0.7915      
1.953       27.13       0.927       0.274       1.452       69.01       17.25       0.004804    0.7138      0.5311      0.1701      
6.468       47.2        0.8571      0.4562      1.468       58.61       14.65       0.004692    0.7213      0.06618     0.55        
7.02        49.12       0.8463      0.4332      1.512       43.45       10.86       0.006024    0.7597      0.3221      0.4036      
0.4164      7.654       0.9618      0.1505      1.956       85.61       21.4        0.004018    0.7214      0.2272      0.7312      
1.53        13.03       0.961       0.1634      2.011       39.06       9.765       0.006651    0.7099      0.7769      0.0986      
4.862       25.78       0.8896      0.4015      1.458       63.97       15.99       0.007328    0.6804      0.1222      0.5622      
5.93        44.13       0.8784      0.458       1.698       48.84       12.21       0.005304    0.7265      0.4068      0.4479      
1.173       45.17       0.9492      0.4481      1.358       68.23       17.06       0.007059    0.824       0.8123      0.252       
1.489       31.13       0.941       0.1409      1.701       71.87       17.97       0.006633    0.6605      0.8622      0.2         
0.8433      30.07       0.9717      0.2754      1.465       71.54       17.89       0.005751    0.6682      0.2195      0.6145      
3.077       62.16       0.9311      0.3165      1.784       28.01       7.002       0.005194    0.7614      0.8393      0.6397      
3.907       37.73       0.9132      0.3955      1.77        67.39       16.85       0.004355    0.6685      0.9508      0.7704      
3.772       31          0.895       0.1997      1.405       58.33       14.58       0.005125    0.6967      0.2608      0.5646      
7.823       42.56       0.8341      0.429       1.624       53.32       13.33       0.00625     0.7176      0.1496      0.6078      
1.02        31          0.961       0.1561      1.921       76.62       19.16       0.00401     0.788       0.1711      0.1373      
4.39        53.82       0.9058      0.3873      1.785       37.98       9.495       0.006828    0.7757      1.106       0.3555      
1.704       11.14       0.9546      0.2423      1.895       30.01       7.502       0.006272    0.7016      0.0003709   0.5861      
0.6829      9.744       0.9717      0.253       1.407       81.54       20.38       0.008796    0.6638      1.589       0.1079      
1.292       44.47       0.9573      0.2433      1.557       82.08       20.52       0.003749    0.6221      0.06895     0.256       
2.709       30.91       0.9318      0.2         1.508       33.9        8.475       0.00765     0.7355      0.8505      0.6319      
5.614       32.15       0.8787      0.2011      1.757       41.43       10.36       0.006597    0.7341      0.8284      0.3236      
2.482       30.38       0.9348      0.3881      1.409       64.79       16.2        0.007216    0.7073      0.1405      0.5456      
2.417       66.18       0.928       0.3604      1.761       38.69       9.673       0.00562     0.7139      1.173       0.8694      
0.3951      73.78       0.9631      0.1283      1.591       51.37       12.84       0.008225    0.7804      0.6102      0.1546      
0.4586      18.06       0.971       0.1527      1.935       82.25       20.56       0.007097    0.714       0.7752      0.2479      
0.9469      37.17       0.9387      0.2184      2.029       84.26       21.06       0.006294    0.8331      0.4609      0.3819      
4.313       23.15       0.9021      0.3341      1.874       43.92       10.98       0.00535     0.7571      0.4693      0.6369      
0.8942      65.27       0.9748      0.4633      1.815       42.48       10.62       0.00779     0.8093      1.007       0.5315      
1.187       19.21       0.9631      0.2965      1.733       29.26       7.315       0.005956    0.6798      0.2967      0.5263      
3.457       20.75       0.8994      0.1716      1.44        49.77       12.44       0.007848    0.6724      0.02119     0.7042      
5.531       43.8        0.8738      0.3852      1.578       50.93       12.73       0.004979    0.7195      0.2977      0.3102      
1.525       42.62       0.9618      0.1196      1.442       80.56       20.14       0.005453    0.6698      0.277       0.1013      
4.174       28.49       0.9146      0.2012      1.414       55.16       13.79       0.005489    0.7867      0.3092      0.6213      
6.94        46.52       0.8478      0.4662      1.7         58.23       14.56       0.004512    0.7542      0.0255      0.5767      
5.842       29.77       0.8639      0.1342      1.722       43.57       10.89       0.004278    0.7397      0.7424      0.545       
0.2334      61.8        0.971       0.3296      2.039       64.98       16.25       0.01072     0.7392      1.735       0.915       
3.514       34.08       0.9124      0.2564      1.817       56.37       14.09       0.006789    0.7016      1.147       0.7669      
1.111       50.91       0.9745      0.2822      1.348       61.23       15.31       0.005685    0.7973      0.5718      0.4286      
0.2996      12.78       0.971       0.1959      1.61        51.57       12.89       0.004539    0.7417      1.669       0.1936      
1.014       71.42       0.9737      0.1972      1.823       85.36       21.34       0.008793    0.8376      0.2755      0.09787     
5.298       27.41       0.8738      0.1797      1.488       59.61       14.9        0.007692    0.7914      0.6534      0.7176      
0.3017      25.75       0.9637      0.2356      1.243       36.53       9.131       0.008977    0.6419      1.387       0.09886     
6.911       32.62       0.8617      0.1105      1.62        39.83       9.957       0.004735    0.7582      0.5772      0.5498      
6.733       35.78       0.8602      0.2197      1.448       39.15       9.787       0.005881    0.758       0.4262      0.5328      
1.415       51.5        0.9532      0.4297      1.372       81.8        20.45       0.008288    0.8017      1.357       0.5625      
1.24        26.12       0.9523      0.4448      1.712       26.96       6.741       0.005726    0.662       1.259       0.3347      
1.844       63.49       0.9355      0.3762      1.993       68.01       17          0.00825     0.7077      0.05104     0.7498      
4.75        56.99       0.8887      0.1978      1.835       58.6        14.65       0.007875    0.7564      0.3979      0.3818      
0.2014      40.25       0.9849      0.4078      1.73        36.44       9.11        0.004169    0.7526      0.3075      0.6105      
0.03477     52.71       0.9666      0.477       1.45        21.2        5.299       0.01013     0.7982      1.877       0.4784      
0.2436      51.08       0.9754      0.3609      1.405       44.43       11.11       0.003301    0.8042      1.569       0.2486      
1.068       31.46       0.9588      0.1098      1.387       55.19       13.8        0.01028     0.7879      0.475       0.3322      
4.829       22.28       0.8877      0.1788      1.435       47.15       11.79       0.00524     0.8002      0.9558      0.5241      
0.5987      60.77       0.9623      0.4933      1.571       43.23       10.81       0.005703    0.7958      1.522       0.7129      
7.918       37.1        0.8359      0.1892      1.539       43.2        10.8        0.004898    0.7513      0.4053      0.4248      
0.7379      39.94       0.9492      0.1427      1.679       85.02       21.25       0.009944    0.6307      0.5241      0.6929      
0.8875      55.19       0.9427      0.2467      1.869       78.27       19.57       0.005729    0.7168      0.2882      0.5925      
3.955       61.18       0.9108      0.3957      1.782       56.68       14.17       0.004276    0.7382      0.0191      0.4059      
4.656       32.85       0.8845      0.3015      1.709       53.94       13.49       0.005067    0.7243      0.614       0.3149      
6.021       35.05       0.863       0.1527      1.422       35.06       8.766       0.005587    0.7099      0.2116      0.3091      
1.908       24.56       0.9235      0.3551      1.41        54.42       13.61       0.005039    0.8032      0.7891      0.101       
6.717       32.08       0.859       0.4078      1.58        40.54       10.14       0.005224    0.7395      0.4062      0.4325      
3.534       42.49       0.8972      0.4184      1.94        31.62       7.906       0.008355    0.667       0.2101      0.4839      
0.979       53.84       0.9499      0.151       1.964       60.99       15.25       0.009067    0.8068      1.378       0.2723      
7.181       39.68       0.8466      0.389       1.629       48.47       12.12       0.006274    0.7286      0.5495      0.4115      
0.2336      75.66       0.9677      0.1252      1.47        59.72       14.93       0.006626    0.8103      1.006       0.2339      
1.897       31.79       0.9395      0.1894      1.455       69.05       17.26       0.005365    0.7787      1.556       0.3004      
1.968       42.23       0.9296      0.2418      1.754       64.34       16.08       0.004524    0.8251      1.039       0.8106      
0.9194      18.85       0.9438      0.3715      1.91        32.69       8.174       0.00602     0.8017      0.774       0.9         
0.3203      23.98       0.976       0.1182      2.079       32.93       8.233       0.007824    0.6814      0.36        0.3492      
2.06        29.17       0.956       0.1452      1.819       52.25       13.06       0.007386    0.7479      0.2515      0.5261      
2.722       44.47       0.9149      0.1295      1.328       67.24       16.81       0.008411    0.712       0.6084      0.798       
2.28        13.72       0.946       0.4763      1.665       77.44       19.36       0.003821    0.7517      0.6347      0.463       
4.45        20.63       0.891       0.2397      1.473       34.2        8.551       0.005889    0.7908      0.06487     0.77        
0.3167      44.62       0.9554      0.4696      1.972       43.66       10.92       0.004875    0.6472      0.1817      0.08281     
1.005       45.47       0.9645      0.1694      1.939       23.18       5.795       0.009373    0.6737      0.3541      0.6216      
0.2147      48.03       0.9825      0.4269      1.76        24.22       6.055       0.003568    0.6205      0.7312      0.6314      
1.748       60.8        0.9302      0.45        1.503       75.47       18.87       0.00768     0.6382      0.9433      0.21        
5.164       55.24       0.8962      0.3775      1.649       37.45       9.362       0.007587    0.7004      0.2989      0.4484      
1.235       51.56       0.9547      0.2583      1.407       32.67       8.167       0.00917     0.6248      0.0267      0.19        
0.4781      25.33       0.9844      0.1822      1.535       56.8        14.2        0.008688    0.6451      0.1165      0.4461      
2.971       65.52       0.9271      0.2015      1.704       64.81       16.2        0.007215    0.6548      0.7645      0.6179      
0.2535      17.31       0.9778      0.3605      1.469       26.88       6.721       0.006463    0.6451      0.5004      0.04412     
0.5561      7.417       0.9523      0.1815      1.918       40.21       10.05       0.008409    0.7386      0.6108      0.5296      
1.747       37.36       0.9295      0.2919      1.718       45.68       11.42       0.005597    0.7094      0.8871      0.8279      
0.3284      54.46       0.9721      0.4541      1.415       29.85       7.463       0.004588    0.6556      0.1812      0.068       
1.189       66.82       0.9652      0.3532      1.626       84.31       21.08       0.007071    0.7484      1.274       0.5348      
1.455       28.67       0.9476      0.3531      1.752       34.68       8.67        0.009932    0.6677      1.14        0.2389      
0.08862     6.593       0.9959      0.2367      1.646       72.75       18.19       0.0073      0.6079      0.6654      0.09564     
3.725       33.63       0.9161      0.1834      1.585       34.14       8.534       0.007675    0.7729      0.3262      0.3681      
6.115       44.16       0.8698      0.2641      1.727       57.34       14.33       0.004742    0.78        0.6889      0.5897      
2.192       66          0.9417      0.4346      1.651       44.71       11.18       0.005135    0.7241      0.5758      0.6216      
1.269       30.07       0.9685      0.2096      1.781       36.69       9.172       0.009267    0.6505      0.02482     0.2018      
5.855       45.94       0.8641      0.4377      1.615       53.1        13.28       0.005647    0.7906      0.09611     0.6067      
0.4459      58.87       0.9771      0.1679      1.853       87.21       21.8        0.009893    0.8388      1.193       0.5011      
0.7749      49.08       0.9435      0.2924      2.128       26.97       6.742       0.00331     0.8025      1.061       0.2954      
1.452       14.11       0.962       0.3239      1.315       64.06       16.01       0.006101    0.8039      0.9628      0.6151      
4.929       43.43       0.878       0.346       1.748       54.77       13.69       0.007182    0.7361      0.2983      0.4261      
0.5467      33.92       0.9604      0.334       1.37        37.76       9.439       0.00624     0.7486      1.487       0.0947      
0.6901      34.59       0.9731      0.3913      1.599       32.76       8.191       0.008645    0.6394      1.177       0.8595      
3.445       65.86       0.904       0.4314      1.891       34.15       8.539       0.005477    0.7351      0.6538      0.4594      
4.11        39.43       0.8945      0.2852      1.359       55.7        13.92       0.005731    0.6878      0.4499      0.3991      
1.186       67.26       0.9628      0.4203      1.378       39.98       9.994       0.007929    0.8081      0.8753      0.4968      
2.015       67.72       0.9356      0.4341      1.465       76.16       19.04       0.006927    0.8155      1.19        0.3133      
0.4222      57.49       0.9861      0.4479      1.306       58.62       14.65       0.007179    0.6964      0.1528      0.854       
3.789       25.61       0.9161      0.281       1.539       44.92       11.23       0.008313    0.6668      0.9998      0.422       
5.688       25.36       0.8712      0.4769      1.731       40.81       10.2        0.00482     0.7711      0.744       0.5244      
6.169       38.67       0.8608      0.3334      1.464       41.39       10.35       0.006076    0.6982      0.1497      0.614       
3.146       22.84       0.9078      0.3221      1.628       65.05       16.26       0.006624    0.7469      0.06132     0.6707      
2.036       60.04       0.9579      0.4457      1.329       62.97       15.74       0.009023    0.803       1.416       0.2124      
2.798       45.2        0.9327      0.2267      1.712       65.37       16.34       0.006409    0.7229      0.2915      0.8391      
2.16        53.55       0.9313      0.3173      1.564       74.42       18.61       0.007084    0.7126      0.6513      0.4946      
0.5459      10.5        0.9726      0.1228      1.451       42.23       10.56       0.003561    0.7479      0.8364      0.4989      
0.7492      39.32       0.9812      0.1226      2.059       63.03       15.76       0.009135    0.664       0.5475      0.2406      
0.6853      76.96       0.9696      0.244       1.755       52.48       13.12       0.004168    0.6497      0.006233    0.4487      
4.16        19.7        0.8909      0.369       1.762       32.36       8.089       0.003834    0.7278      0.2759      0.7759      
4.702       44.66       0.8872      0.2322      1.631       40.18       10.05       0.006821    0.7553      0.2246      0.7469      
7.783       36.81       0.8362      0.2847      1.621       42.82       10.71       0.004609    0.7568      0.3693      0.466       
4.956       46.01       0.896       0.118       1.404       64.87       16.22       0.005648    0.7876      0.5193      0.4856      
2.028       59.85       0.9371      0.1014      1.528       45.95       11.49       0.003421    0.6898      1.147       0.2498      
0.9729      18.82       0.9411      0.2995      1.294       83.48       20.87       0.003865    0.6438      1.478       0.3286      
7.471       43.33       0.8449      0.4537      1.472       48.04       12.01       0.005831    0.7708      0.4759      0.391       
2.179       56.99       0.9388      0.111       1.898       35.02       8.755       0.003663    0.7817      0.2387      0.7841      
0.2284      40.4        0.9705      0.2466      2.173       43.05       10.76       0.003174    0.7198      0.9678      0.8483      
1.525       46          0.9538      0.3499      1.366       59.33       14.83       0.00977     0.7236      1.091       0.552       
6.926       37.95       0.8569      0.1332      1.662       46.85       11.71       0.00487     0.7523      0.324       0.4181      
5.044       55.14       0.8842      0.4388      1.602       64.38       16.09       0.004233    0.7947      0.6717      0.6446      
0.03071     7.957       0.9548      0.1034      1.91        66.38       16.6        0.005143    0.6962      0.7439      0.06306     
2.001       32.67       0.9203      0.4745      1.789       49.95       12.49       0.006234    0.6896      1.297       0.3984      
5.581       41.5        0.8817      0.1698      1.675       43.27       10.82       0.00431     0.7044      0.1639      0.5934      
0.9495      20.73       0.9741      0.3614      1.985       79.29       19.82       0.004098    0.8064      0.9935      0.6099      
0.8089      62.85       0.966       0.325       2.108       58.95       14.74       0.003999    0.8099      0.055       0.1515      
0.3962      45.41       0.9619      0.4705      1.466       42.14       10.53       0.00406     0.7993      1.09        0.1339      
6.489       49.5        0.8593      0.2198      1.694       60.52       15.13       0.006785    0.7009      0.6743      0.4721      
1.247       46.36       0.9578      0.4192      1.531       80.07       20.02       0.006315    0.6705      1.247       0.3094      
0.07822     58.05       0.9941      0.3218      1.574       41.1        10.27       0.009725    0.7558      1.495       0.2359      
0.8214      40.97       0.9384      0.4581      2.043       27.39       6.848       0.007468    0.7845      0.3209      0.3597      
1.556       10.87       0.9292      0.1395      1.842       64.49       16.12       0.006271    0.6569      1.528       0.438       
1.225       33.42       0.9334      0.1209      1.407       62.1        15.52       0.005364    0.6992      1.289       0.9208      
2.483       29.51       0.9438      0.4117      1.775       26.3        6.574       0.007963    0.7671      0.6472      0.6069      
1.54        24.21       0.9371      0.4283      1.928       70.12       17.53       0.00417     0.7271      0.06645     0.9193      
1.829       49.04       0.9613      0.1462      1.311       57.07       14.27       0.003664    0.7613      0.06851     0.8054      
3.942       27.38       0.9097      0.2365      1.441       53.87       13.47       0.0076      0.6851      0.8434      0.4449      
1.738       62.28       0.9451      0.3785      2.008       43.87       10.97       0.003847    0.7611      0.04095     0.5466      
5.493       25.1        0.8688      0.4129      1.554       42.16       10.54       0.004612    0.717       0.4301      0.4928      
0.5775      21.13       0.9531      0.2126      1.356       64.65       16.16       0.003566    0.8312      1.301       0.2533      
7.413       46.44       0.8479      0.2563      1.568       54.43       13.61       0.005649    0.7323      0.1922      0.4975      
1.667       38.94       0.9488      0.4129      1.68        40.03       10.01       0.009018    0.8032      1.258       0.09069     
7.142       32.95       0.848       0.2953      1.676       46.82       11.71       0.004687    0.7346      0.4488      0.5932      
2.942       49.34       0.9072      0.1177      1.395       57.1        14.27       0.00652     0.6454      0.8278      0.4587      
1.318       58.89       0.9554      0.2922      1.829       40.61       10.15       0.00689     0.6883      0.2774      0.3572      
0.3678      14.26       0.959       0.2544      1.42        56.64       14.16       0.009027    0.6444      0.9262      0.7936      
0.411       56.28       0.9644      0.3919      1.495       64.55       16.14       0.007611    0.7147      1.513       0.02768     
3.804       63.08       0.9056      0.4773      1.691       36.64       9.161       0.003969    0.6649      0.962       0.3334      
7.087       43.5        0.8443      0.2555      1.636       57.04       14.26       0.005443    0.7696      0.4875      0.3832      
5.655       49.86       0.8788      0.2617      1.637       48.35       12.09       0.005144    0.7741      0.8314      0.5405      
1.446       11.55       0.9487      0.1433      2.098       35.49       8.873       0.009866    0.805       0.9836      0.1412      
4.803       55.11       0.9009      0.4317      1.79        38.01       9.503       0.006722    0.6967      0.0464      0.4164      
0.7446      63.78       0.9718      0.1882      1.585       22.25       5.562       0.007362    0.6579      1.022       0.7983      
4.379       26.75       0.8874      0.4144      1.404       64.3        16.07       0.007541    0.7253      0.002936    0.5903      
1.455       25.56       0.9386      0.2524      1.402       40.54       10.13       0.009541    0.7247      0.5787      0.1071      
1.627       29.03       0.9505      0.1151      1.515       42.02       10.5        0.008406    0.8034      1.36        0.7567      
4.602       27.14       0.8865      0.2485      1.667       42.2        10.55       0.006578    0.7697      0.8431      0.2593      
1.847       58.98       0.9474      0.3454      1.458       58.77       14.69       0.00944     0.7117      1.48        0.3318      
2.694       63.27       0.92        0.1662      1.38        43.63       10.91       0.003884    0.7154      0.1521      0.3254      
4.96        39.92       0.8835      0.3425      1.439       59.9        14.98       0.004295    0.7472      0.8503      0.3835      
0.9544      33.09       0.9536      0.4871      1.493       53.56       13.39       0.007288    0.791       0.6779      0.06431     
0.03988     5.941       0.9676      0.4699      1.883       51.86       12.96       0.005414    0.6699      1.06        0.3961      
0.4462      70.09       0.9566      0.1412      2.085       66.3        16.58       0.009674    0.6159      0.7981      0.1922      
1.064       39.4        0.9394      0.4902      1.776       73.26       18.32       0.005813    0.7879      0.4418      0.417       
1.698       38.5        0.9559      0.1863      1.964       42.78       10.7        0.003726    0.6325      1.571       0.4634      
5.118       59.16       0.8736      0.3871      1.455       40.86       10.21       0.006966    0.7031      0.7535      0.5009      
1.707       66.36       0.9314      0.2191      1.868       46.78       11.7        0.009695    0.7296      0.9274      0.788       
0.8428      11.07       0.9782      0.1276      1.617       55.47       13.87       0.008074    0.7456      0.04569     0.5752      
0.3359      14.44       0.9612      0.2336      1.598       44.21       11.05       0.005288    0.8008      1.932       0.7298      
2.618       60.31       0.9399      0.1239      1.719       52          13          0.009209    0.7371      0.8679      0.3466      
3.154       17.24       0.9161      0.1183      1.789       52.34       13.09       0.006496    0.7286      0.2016      0.4419      
0.6232      43.23       0.9602      0.2444      1.223       60.91       15.23       0.007352    0.6762      0.9122      0.9373      
0.4581      25.76       0.9599      0.4429      2.044       57.54       14.38       0.008378    0.6536      0.9362      0.28        
0.3471      13.21       0.9663      0.37        1.55        52.1        13.03       0.007504    0.6536      0.7537      0.3755      
5.445       57.98       0.8755      0.2754      1.793       44.58       11.14       0.0074      0.7868      0.8971      0.4008      
4.693       32.81       0.9058      0.4779      1.375       63.57       15.89       0.004433    0.7356      0.436       0.6332      
0.1968      49.09       0.9585      0.4514      1.811       76.96       19.24       0.004781    0.805       1.952       0.4058      
1.708       20.82       0.926       0.2385      1.483       67.81       16.95       0.006107    0.7097      1.147       0.6122      
1.974       64.88       0.9537      0.2362      1.422       41.59       10.4        0.006788    0.6416      1.07        0.8383      
2.435       39.25       0.9477      0.473       1.864       35.57       8.891       0.004163    0.7336      0.3624      0.5199      
6.213       47.25       0.8598      0.1824      1.399       49.25       12.31       0.004595    0.6943      0.06597     0.4996      
6.827       48.95       0.8565      0.4457      1.685       53.9        13.48       0.00496     0.7772      0.04882     0.4198      
0.6245      65.4        0.9513      0.3954      1.388       73.33       18.33       0.01038     0.7783      1.207       0.7292      
0.595       31.41       0.9705      0.382       1.991       38.5        9.624       0.01057     0.8253      0.6887      0.1638      
6.041       46.39       0.8763      0.2381      1.496       46.03       11.51       0.005557    0.755       0.6083      0.4633      
5.803       26.78       0.8832      0.299       1.445       42.32       10.58       0.006149    0.7425      0.1638      0.6999      
4.907       52.5        0.8775      0.2986      1.429       60.63       15.16       0.007551    0.7284      0.5923      0.4369      
2.171       63.1        0.9424      0.1298      1.69        53.61       13.4        0.008869    0.6673      1.533       0.2581      
2.635       64.08       0.9197      0.2948      2.013       34.06       8.516       0.006252    0.6461      0.3286      0.6611      
1.859       56.05       0.9625      0.1181      1.27        76.1        19.03       0.00791     0.8193      0.06727     0.6721      
5.689       25.3        0.8845      0.321       1.629       54.24       13.56       0.004865    0.6855      0.6328      0.4487      
2.518       39.99       0.9206      0.3699      1.391       71.98       17.99       0.008408    0.8105      0.2205      0.8467      
0.286       13.9        0.9779      0.3956      1.597       80.21       20.05       0.01022     0.8386      1.104       0.8448      
1.799       71.81       0.9358      0.1772      1.664       59.49       14.87       0.006272    0.7537      1.494       0.3906      
4.883       33.32       0.889       0.3283      1.414       58.07       14.52       0.006992    0.7986      0.9804      0.6207      
7.683       43.06       0.8365      0.3242      1.531       51.38       12.84       0.00633     0.7212      0.4317      0.4071      
0.8753      23.54       0.9728      0.4916      1.301       38.71       9.678       0.01044     0.6629      0.5971      0.2649      
0.7897      16.95       0.9419      0.2137      1.777       30.94       7.735       0.01008     0.7344      1.67        0.7147      
5.109       50.98       0.8921      0.4612      1.419       37.44       9.359       0.00561     0.7012      0.9707      0.3233      
5.853       32.95       0.8811      0.221       1.411       40.62       10.16       0.005772    0.7307      0.2184      0.4896      
0.1404      11.2        0.9916      0.4868      1.528       29.79       7.446       0.009231    0.6922      0.2615      0.679       
1.998       29.11       0.9407      0.2758      1.646       36.05       9.013       0.00818     0.8036      0.5039      0.1555      
2.685       34.56       0.9108      0.3297      1.51        37.05       9.261       0.008286    0.74        1.45        0.8551      
0.02176     62.66       0.9825      0.2973      1.663       25.44       6.36        0.005423    0.6827      0.6499      0.7296      
0.1407      45.41       0.967       0.3473      1.846       61.18       15.3        0.007933    0.8221      0.8481      0.9578      
0.4264      6.505       0.9534      0.3688      1.244       87.59       21.9        0.004905    0.761       1.804       0.3928      
5.555       48.16       0.8708      0.1362      1.496       49.92       12.48       0.005185    0.7796      0.5352      0.3093      
7.702       42.86       0.8446      0.1495      1.453       52.16       13.04       0.004724    0.727       0.3229      0.4544      
0.09212     10.39       0.9907      0.3471      2.152       34.16       8.541       0.006483    0.7798      1.781       0.2192      
1.423       20.33       0.9698      0.3253      1.931       71.69       17.92       0.008008    0.8283      1.343       0.4213      
2.43        30.96       0.9295      0.176       1.505       59.5        14.87       0.006549    0.7835      1.214       0.4085      
0.7775      74.29       0.9806      0.205       1.93        80.49       20.12       0.003774    0.6712      0.7893      0.6325      
1.116       65.23       0.9599      0.1817      1.678       77.78       19.45       0.006773    0.8342      1.006       0.8023      
0.4361      23.23       0.9648      0.37        2.067       73.73       18.43       0.004458    0.6303      0.0827      0.8808      
0.1432      8.759       0.9856      0.2278      1.671       48.9        12.23       0.004689    0.6817      0.4839      0.8211      
